entity_id,type,unit,2026-02-28T23:00:00.000Z,2026-02-28T23:05:00.000Z,2026-02-28T23:10:00.000Z,2026-02-28T23:15:00.000Z,2026-02-28T23:20:00.000Z,2026-02-28T23:25:00.000Z,2026-02-28T23:30:00.000Z,2026-02-28T23:35:00.000Z,2026-02-28T23:40:00.000Z,2026-02-28T23:45:00.000Z,2026-02-28T23:50:00.000Z,2026-02-28T23:55:00.000Z,2026-03-01T00:00:00.000Z,2026-03-01T00:05:00.000Z,2026-03-01T00:10:00.000Z,2026-03-01T00:15:00.000Z,2026-03-01T00:20:00.000Z,2026-03-01T00:25:00.000Z,2026-03-01T00:30:00.000Z,2026-03-01T00:35:00.000Z,2026-03-01T00:40:00.000Z,2026-03-01T00:45:00.000Z,2026-03-01T00:50:00.000Z,2026-03-01T00:55:00.000Z,2026-03-01T01:00:00.000Z,2026-03-01T01:05:00.000Z,2026-03-01T01:10:00.000Z,2026-03-01T01:15:00.000Z,2026-03-01T01:20:00.000Z,2026-03-01T01:25:00.000Z,2026-03-01T01:30:00.000Z,2026-03-01T01:35:00.000Z,2026-03-01T01:40:00.000Z,2026-03-01T01:45:00.000Z,2026-03-01T01:50:00.000Z,2026-03-01T01:55:00.000Z,2026-03-01T02:00:00.000Z,2026-03-01T02:05:00.000Z,2026-03-01T02:10:00.000Z,2026-03-01T02:15:00.000Z,2026-03-01T02:20:00.000Z,2026-03-01T02:25:00.000Z,2026-03-01T02:30:00.000Z,2026-03-01T02:35:00.000Z,2026-03-01T02:40:00.000Z,2026-03-01T02:45:00.000Z,2026-03-01T02:50:00.000Z,2026-03-01T02:55:00.000Z,2026-03-01T03:00:00.000Z,2026-03-01T03:05:00.000Z,2026-03-01T03:10:00.000Z,2026-03-01T03:15:00.000Z,2026-03-01T03:20:00.000Z,2026-03-01T03:25:00.000Z,2026-03-01T03:30:00.000Z,2026-03-01T03:35:00.000Z,2026-03-01T03:40:00.000Z,2026-03-01T03:45:00.000Z,2026-03-01T03:50:00.000Z,2026-03-01T03:55:00.000Z,2026-03-01T04:00:00.000Z,2026-03-01T04:05:00.000Z,2026-03-01T04:10:00.000Z,2026-03-01T04:15:00.000Z,2026-03-01T04:20:00.000Z,2026-03-01T04:25:00.000Z,2026-03-01T04:30:00.000Z,2026-03-01T04:35:00.000Z,2026-03-01T04:40:00.000Z,2026-03-01T04:45:00.000Z,2026-03-01T04:50:00.000Z,2026-03-01T04:55:00.000Z,2026-03-01T05:00:00.000Z,2026-03-01T05:05:00.000Z,2026-03-01T05:10:00.000Z,2026-03-01T05:15:00.000Z,2026-03-01T05:20:00.000Z,2026-03-01T05:25:00.000Z,2026-03-01T05:30:00.000Z,2026-03-01T05:35:00.000Z,2026-03-01T05:40:00.000Z,2026-03-01T05:45:00.000Z,2026-03-01T05:50:00.000Z,2026-03-01T05:55:00.000Z,2026-03-01T06:00:00.000Z,2026-03-01T06:05:00.000Z,2026-03-01T06:10:00.000Z,2026-03-01T06:15:00.000Z,2026-03-01T06:20:00.000Z,2026-03-01T06:25:00.000Z,2026-03-01T06:30:00.000Z,2026-03-01T06:35:00.000Z,2026-03-01T06:40:00.000Z,2026-03-01T06:45:00.000Z,2026-03-01T06:50:00.000Z,2026-03-01T06:55:00.000Z,2026-03-01T07:00:00.000Z,2026-03-01T07:05:00.000Z,2026-03-01T07:10:00.000Z,2026-03-01T07:15:00.000Z,2026-03-01T07:20:00.000Z,2026-03-01T07:25:00.000Z,2026-03-01T07:30:00.000Z,2026-03-01T07:35:00.000Z,2026-03-01T07:40:00.000Z,2026-03-01T07:45:00.000Z,2026-03-01T07:50:00.000Z,2026-03-01T07:55:00.000Z,2026-03-01T08:00:00.000Z,2026-03-01T08:05:00.000Z,2026-03-01T08:10:00.000Z,2026-03-01T08:15:00.000Z,2026-03-01T08:20:00.000Z,2026-03-01T08:25:00.000Z,2026-03-01T08:30:00.000Z,2026-03-01T08:35:00.000Z,2026-03-01T08:40:00.000Z,2026-03-01T08:45:00.000Z,2026-03-01T08:50:00.000Z,2026-03-01T08:55:00.000Z,2026-03-01T09:00:00.000Z,2026-03-01T09:05:00.000Z,2026-03-01T09:10:00.000Z,2026-03-01T09:15:00.000Z,2026-03-01T09:20:00.000Z,2026-03-01T09:25:00.000Z,2026-03-01T09:30:00.000Z,2026-03-01T09:35:00.000Z,2026-03-01T09:40:00.000Z,2026-03-01T09:45:00.000Z,2026-03-01T09:50:00.000Z,2026-03-01T09:55:00.000Z,2026-03-01T10:00:00.000Z,2026-03-01T10:05:00.000Z,2026-03-01T10:10:00.000Z,2026-03-01T10:15:00.000Z,2026-03-01T10:20:00.000Z,2026-03-01T10:25:00.000Z,2026-03-01T10:30:00.000Z,2026-03-01T10:35:00.000Z,2026-03-01T10:40:00.000Z,2026-03-01T10:45:00.000Z,2026-03-01T10:50:00.000Z,2026-03-01T10:55:00.000Z,2026-03-01T11:00:00.000Z,2026-03-01T11:05:00.000Z,2026-03-01T11:10:00.000Z,2026-03-01T11:15:00.000Z,2026-03-01T11:20:00.000Z,2026-03-01T11:25:00.000Z,2026-03-01T11:30:00.000Z,2026-03-01T11:35:00.000Z,2026-03-01T11:40:00.000Z,2026-03-01T11:45:00.000Z,2026-03-01T11:50:00.000Z,2026-03-01T11:55:00.000Z,2026-03-01T12:00:00.000Z,2026-03-01T12:05:00.000Z,2026-03-01T12:10:00.000Z,2026-03-01T12:15:00.000Z,2026-03-01T12:20:00.000Z,2026-03-01T12:25:00.000Z,2026-03-01T12:30:00.000Z,2026-03-01T12:35:00.000Z,2026-03-01T12:40:00.000Z,2026-03-01T12:45:00.000Z,2026-03-01T12:50:00.000Z,2026-03-01T12:55:00.000Z,2026-03-01T13:00:00.000Z,2026-03-01T13:05:00.000Z,2026-03-01T13:10:00.000Z,2026-03-01T13:15:00.000Z,2026-03-01T13:20:00.000Z,2026-03-01T13:25:00.000Z,2026-03-01T13:30:00.000Z,2026-03-01T13:35:00.000Z,2026-03-01T13:40:00.000Z,2026-03-01T13:45:23.599Z
sensor.solar_forecast,solar_production,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.gas_meter_gas_consumption,gas_consumption,m3,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.0749999999998181,,,,,,,,,,,,0.09699999999975262,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.gas_meter_gas_consumption_cost,gas_consumption_cost,EUR,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.08263799999986077,,,,,,,,,,,,0.1068784799997502,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.watermeter_total_water_usage,water_consumption,L,7,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,7,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,37,,,,,,,,,,,,116,,,,,,,,,,,,19,,,,,,,,,,,,5,,,,,,,,,,,,2,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,
sensor.hw_watermeter_198378_total_water_usage_cost,water_consumption_cost,EUR,0.008749999999992042,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.008749999999992042,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.04625000000000057,,,,,,,,,,,,0.14500000000001023,,,,,,,,,,,,0.02374999999999261,,,,,,,,,,,,0.006249999999994316,,,,,,,,,,,,0.0024999999999977263,,,,,,,,,,,,0.014999999999986358,,,,,,,,,,,,,,,,,,,,,
sensor.backyard_lounge_heater_left_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.backyard_lounge_heater_right_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.outdoor_boiler_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.living_room_spotlights_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.kitchen_center_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.kitchen_left_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.010000000000001563,,,,,,,,,,,,0.019999999999999574,,,,,,,,,,,,0,,,,,,,,,,,,0.010000000000001563,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.kitchen_right_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.009999999999999787,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.009999999999999787,,,,,,,,,,,,,,,,,,,,,
sensor.office_desk_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.0800000000000125,,,,,,,,,,,,0.0899999999999892,,,,,,,,,,,,0.020000000000010232,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.shed_lamp_plug_summation_delivered,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.car_charger_enphase_energy_import,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.0019999999999527063,,,,,,,,,,,,0,,,,,,,,,,,,0.8849999999997635,,,,,,,,,,,,2.4020000000000437,,,,,,,,,,,,0.11999999999989086,,,,,,,,,,,,2.213999999999942,,,,,,,,,,,,1.5410000000001673,,,,,,,,,,,,3.4529999999999745,,,,,,,,,,,,1.943000000000211,,,,,,,,,,,,2.1410000000000764,,,,,,,,,,,,,,,,,,,,,
sensor.backyard_hallway_31_light_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.bathroom_ceiling_bath_light_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.bathroom_ceiling_entrance_light_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.bathroom_ceiling_shower_light_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.bathroom_ceiling_toilet_light_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
sensor.lounge_spot_center_down_light_energy,device_consumption,kWh,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
